-0.001322	0.012672	-0.007424
0.003886	-0.000157	-0.001988
0.005017	-0.014343	0.001344
0.000338	-0.005715	0.003031
-0.001146	-0.004745	-0.003784
0.002204	-0.007997	-0.002737
-0.000646	0.001242	-0.001362
0.000683	-0.004134	-0.004095
0.000455	-0.002756	-0.002730
-0.007316	-0.002442	0.001245
-0.009372	-0.001675	0.002922
-0.012803	-0.004274	0.002179
-0.011091	-0.006622	0.007629
-0.002512	0.003524	0.004407
-0.005597	0.002505	-0.003462
-0.011877	0.009144	-0.002830
0.000000	0.000000	-0.000000
0.017335	0.002875	-0.002805
0.000110	-0.008677	-0.016371
0.018238	-0.009933	0.001892
0.007808	0.001134	0.011335
-0.006780	0.000652	-0.001790
0.006295	0.012291	-0.000181
0.005949	0.010711	0.006946
0.007242	0.008227	0.009669
