0.036711	0.000927	-0.054565
0.061326	0.032086	-0.101304
0.017565	0.138311	-0.027988
-0.001058	-0.017082	-0.027289
0.017253	-0.049414	-0.014470
-0.047949	-0.001534	0.045875
-0.016130	-0.016523	0.050109
-0.005465	-0.020054	0.029540
-0.012708	-0.016167	0.018441
-0.008674	0.034928	-0.003075
-0.011091	0.010962	0.013138
-0.017254	0.010045	0.059802
-0.061882	0.040943	0.063999
-0.045798	-0.029889	0.026636
0.008023	0.075905	0.028221
0.018047	0.020128	0.043735
0.069427	0.036424	0.080188
0.047494	0.024820	0.076001
0.041398	0.019622	0.040351
0.020105	0.064604	0.020847
-0.023762	-0.015334	-0.025266
-0.052344	-0.110550	-0.080861
-0.058309	-0.137638	-0.111202
-0.002529	-0.098053	-0.079432
