-0.008615	0.020274	0.053623
-0.001748	-0.000900	0.020761
0.005699	-0.029572	0.006548
0.009886	-0.026593	0.000047
0.009872	-0.007662	0.000499
0.015602	0.021003	-0.001451
0.013853	0.011422	-0.022225
0.007014	-0.013945	-0.031802
0.002291	-0.009490	-0.007568
-0.006736	-0.005055	0.017404
-0.021742	-0.008778	0.012488
-0.017856	-0.012961	-0.006292
-0.012604	-0.008876	-0.016881
-0.013684	0.008949	-0.012340
0.004635	0.013031	-0.013928
0.003989	0.011789	-0.012566
0.001690	0.028574	-0.015156
-0.015579	-0.003520	-0.013408
-0.003188	-0.014953	0.001656
0.003739	-0.002732	0.021695
-0.017695	-0.015982	0.035852
0.027375	-0.033874	-0.006697
0.013347	0.033385	0.011575
-0.017811	0.030685	0.005527
-0.023203	0.003395	-0.016323
-0.019362	0.012295	-0.009182
