0.005604	0.004790	-0.006695
0.001946	0.003569	-0.006073
-0.010937	-0.006556	-0.003589
0.002358	-0.003590	0.006812
0.000529	-0.004201	0.007123
0.008601	-0.007337	0.011636
0.006890	-0.004989	0.006186
0.002248	0.000747	0.002416
-0.003122	0.001874	-0.002412
-0.003423	0.004696	-0.010900
0.007316	0.002442	-0.001245
0.007118	-0.006367	0.004821
0.000845	0.007567	-0.004704
-0.003915	0.010345	-0.002713
0.000228	-0.001378	-0.001365
-0.001072	-0.006189	0.006069
-0.008153	0.001626	0.016559
-0.004951	0.001263	-0.002101
-0.001601	-0.001989	-0.001054
-0.007426	0.001894	-0.003151
-0.012568	0.001643	-0.009344
-0.010166	0.006796	0.002621
-0.001594	0.009647	0.009556
