0.001506	-0.018453	0.021674
-0.012200	-0.014259	-0.001612
-0.001601	0.002352	0.019714
0.001190	0.013488	0.008937
-0.021081	0.026467	-0.010675
-0.003996	0.004494	-0.002409
-0.002512	0.003524	0.004407
-0.010783	-0.002149	0.005960
-0.017907	-0.003077	0.011297
-0.017569	-0.008792	0.014328
0.003034	-0.015020	0.012874
0.006096	0.003482	0.005885
0.001212	-0.008335	0.003028
0.005259	0.003210	0.000431
0.012237	0.011367	-0.003845
-0.003430	-0.002599	-0.000743
0.000683	-0.004134	-0.004095
0.011297	-0.020982	0.000712
0.011150	-0.013753	0.001772
0.019083	-0.002365	-0.002812
0.001719	0.004947	-0.004708
-0.003349	0.003252	-0.001047
0.001829	0.000611	-0.000311
0.016460	0.005495	-0.002802
0.011091	0.006622	-0.007629
