-0.000893	-0.004066	-0.002732
-0.001161	-0.002519	-0.004249
-0.004569	-0.002121	0.004301
-0.002262	-0.004347	0.004766
-0.002149	-0.003658	0.005448
-0.005446	-0.001094	-0.000782
-0.005237	-0.001162	-0.002145
-0.003559	-0.003184	0.002410
-0.000988	-0.003309	-0.000686
0.003720	-0.008518	-0.001802
-0.005876	-0.007529	0.019758
0.000566	0.004923	-0.012050
-0.000422	0.003784	-0.002352
-0.002725	0.004532	0.012645
-0.000936	0.004677	0.002421
0.001278	-0.002610	-0.000373
-0.001943	-0.000078	-0.000994
-0.004458	0.002215	-0.000096
-0.001542	0.000509	0.003935
-0.002035	-0.002969	0.006131
0.001737	-0.005671	-0.002948
-0.000018	-0.001446	-0.002729
0.000018	0.001446	0.002729
0.000400	0.000588	0.004928
-0.001961	0.000646	0.006661
