-0.001778	-0.001557	-0.000313
-0.001090	-0.001146	0.000715
-0.000308	-0.001377	0.001177
-0.000306	-0.000111	0.002461
0.000359	-0.000309	0.001109
0.000724	-0.003664	0.000736
-0.000247	-0.002632	0.001485
0.000734	-0.000154	0.001116
0.000509	0.001117	0.001649
-0.000097	-0.000664	0.000316
-0.000041	-0.000285	0.000135
0.000254	-0.001044	0.000146
0.000827	-0.002760	-0.001704
0.000509	-0.002070	0.000129
0.000753	0.001844	0.003578
0.000039	0.002512	0.002997
-0.000200	-0.000523	0.001346
0.000390	-0.002449	0.000371
-0.000372	-0.002150	-0.000263
-0.000560	-0.001759	-0.000952
-0.000739	0.000082	0.002599
-0.000002	0.001978	0.003058
0.000374	0.002378	0.002106
-0.000479	0.000437	0.000066
-0.001011	-0.002404	-0.000357
