0.007000	-0.009326	0.010582
0.004870	-0.007114	0.002405
0.006876	-0.023920	0.005734
-0.003143	-0.024353	0.007294
0.014631	0.004885	-0.002490
0.008961	0.008834	-0.015806
0.010569	0.022458	-0.004143
0.019861	0.013942	-0.027527
0.001410	-0.003866	-0.023806
-0.013001	-0.013083	0.008245
0.004216	-0.013167	0.011201
0.007654	-0.003273	0.001786
0.000992	0.000338	-0.005765
-0.004642	0.005736	-0.003770
-0.001300	-0.004811	0.007434
-0.001822	0.011025	0.010921
-0.000683	0.004134	0.004095
-0.001638	0.000904	0.004403
-0.008800	0.002868	0.015197
-0.005949	-0.006371	0.013822
-0.003151	0.016401	0.013655
0.003878	-0.007452	0.008170
-0.000147	0.007229	0.001061
-0.000308	-0.004473	0.001670
-0.008314	-0.014416	-0.003600
