0.018973	0.001971	-0.007208
0.015520	0.021195	-0.002042
0.007293	0.024265	0.004664
-0.002740	0.004902	0.005772
-0.012347	-0.007030	-0.000551
-0.006207	0.000855	-0.010281
-0.010040	-0.026659	0.011266
-0.004157	-0.007208	-0.001800
0.003989	-0.016129	-0.008201
0.010394	-0.008174	-0.003986
0.013985	0.006127	-0.003852
0.011084	-0.000673	0.002529
0.006009	-0.009664	0.016347
0.004260	-0.004424	0.016354
0.004297	-0.007316	0.010897
-0.001682	-0.007840	-0.000749
0.000213	-0.020309	-0.001817
0.004304	-0.000021	0.000739
0.010290	0.007798	0.002228
0.006552	0.000726	0.003155
0.004980	-0.011451	0.006802
0.005171	-0.009936	0.010894
0.008792	-0.005823	0.015728
0.004187	-0.002979	0.006501
-0.000191	-0.001514	-0.004092
