0.010092	0.001012	-0.008294
0.008491	0.003000	-0.007240
-0.009174	-0.007135	0.003144
0.011590	-0.012609	0.005207
0.028139	-0.035591	-0.002297
0.027375	-0.033874	-0.006697
0.007521	-0.018547	0.017469
0.007102	-0.018411	0.020196
0.007440	-0.012696	0.017164
0.010937	-0.002215	0.017178
-0.005869	0.004860	0.007250
-0.015858	0.019821	0.021757
-0.006442	0.009403	0.019526
-0.000646	-0.001242	0.001362
-0.004546	0.017532	-0.000174
0.007426	0.001894	-0.003151
-0.010974	0.008004	0.018900
-0.023666	0.020955	0.033092
-0.024804	0.014064	0.026267
-0.025451	0.008482	0.006861
-0.021271	0.023097	0.010970
0.016078	-0.006807	-0.009782
0.014742	-0.000548	-0.001906
0.005685	-0.010641	0.007000
-0.001359	-0.011224	0.022735
