0.009497	0.011929	-0.018841
0.007447	0.024332	-0.006555
0.016122	0.015550	0.014935
0.010856	0.000705	0.003894
0.011885	-0.001849	-0.007328
0.016872	-0.006004	-0.010685
0.022352	-0.011468	-0.001461
0.019509	0.009406	0.010525
0.005715	0.000454	-0.002299
0.010665	-0.000809	-0.000198
0.026649	-0.018784	0.009436
0.031577	-0.002564	-0.003321
0.019612	-0.010906	-0.016456
0.020118	0.006716	-0.003424
0.006669	0.003684	-0.002607
-0.004525	0.008694	-0.009532
-0.002696	0.009305	-0.009843
-0.003731	0.000223	-0.009231
-0.007925	-0.004093	-0.005574
-0.001035	-0.009082	0.000612
-0.003959	0.001601	-0.007866
-0.018892	-0.000461	-0.013864
-0.002291	-0.009490	-0.007568
0.005781	-0.008286	0.017712
-0.003907	-0.021729	0.032461
