0.004804	0.005966	0.003162
0.003437	0.009895	-0.009415
-0.002240	0.006549	-0.012573
-0.006126	0.006706	-0.010586
-0.000837	-0.000272	-0.005454
-0.005774	0.019922	-0.007102
0.012950	-0.002955	-0.003240
0.008528	-0.005893	0.001783
-0.010056	0.002460	0.007017
0.000690	0.007501	0.006514
0.009754	0.004703	0.005262
0.031276	0.008939	0.029726
0.020721	0.005412	0.034320
0.003430	0.002599	0.000743
0.005068	0.001696	-0.003661
-0.009395	0.015808	-0.011937
-0.006266	0.025570	0.001085
-0.002475	0.000631	-0.001050
-0.007492	0.014974	-0.002395
-0.002777	0.003454	-0.009539
-0.003812	-0.005628	-0.008927
0.002703	-0.002010	-0.000315
